FeatureID	Domain	Phylum	Class	Order	Family	Genus	Species	RSV
2b673c41cb4274a517b4ed30cb3136c8	Bacteria	Actinobacteriota						1
e443553990c265b775e332c66e79aeae	Bacteria	Actinobacteriota						2
2961a15c3dc3c11ef5d5fd754dc2f45b	Bacteria	Actinobacteriota						3
ebb8ec63419af7b85dc28bef80d0facc	Bacteria	Actinobacteriota						4
a50f25b73579741090fa983d8317ee6b	Bacteria	Actinobacteriota						5
41728b02d2f033538fa56e49a547bad4	Bacteria	Actinobacteriota						6
53743816f48772cb979d36cf860b4062	Bacteria	Actinobacteriota						7
b26258d20e82de0146b979e7390d1866	Bacteria	Actinobacteriota						8
d34f144d2110e73d96b1365564d6241f	Bacteria	Actinobacteriota						9
758c2b515077592fdac2540b63fa0110	Bacteria	Actinobacteriota						10
1a4d93d156cf1f2638fa41840cc6734f	Bacteria	Actinobacteriota						11
106b9b8d1eead689b508f003206b2fab	Bacteria	Actinobacteriota						12
6133e5d8be6138487c8e18f1038f71bd	Bacteria	Actinobacteriota						13
e18cb0b9692e422238510594e3ef758f	Bacteria	Actinobacteriota						14
6bfb0bc65757c9e16ddab6779b34ca24	Bacteria	Actinobacteriota						15
65859ad89a67992614194001d9f86819	Bacteria	Actinobacteriota						16
c05174df10db14ac17994ef9000a499f	Bacteria	Actinobacteriota						17
2239b35248ce4f23812bc08c2e8cd794	Bacteria	Actinobacteriota						18
3c9138f963f63ecfd2224c184f3c3b90	Bacteria	Actinobacteriota						19
5e958afbe09ee998b4f3c4ddf504a070	Bacteria	Actinobacteriota						20
9541d1878171c68013b55e97536381dd	Bacteria	Armatimonadota						21
9abe44f133ab2e5bb4671bfd195fce7a	Bacteria	Armatimonadota						22
3abadc0bbff43435479e1648c954ecbe	Bacteria	Armatimonadota						23
5609c5887b46e3857c97808a7b2ca00a	Bacteria	Armatimonadota						24
7acc5fa79dbbd56ce28a66ebc0023735	Bacteria	Armatimonadota						25
479107c4835d11d2bdbcba674b695538	Bacteria	Armatimonadota						26
04b9559776f4354291bf4f4c52b20ae3	Bacteria	Armatimonadota						27
85c85fb172b7724208641640772b967f	Bacteria	Armatimonadota						28
4cc81c854eac47b0c5a9178c465b2c1c	Bacteria	Armatimonadota						29
eba3aabae2fc9ec0562eace5f24c5043	Bacteria	Chloroflexi	Chloroflexi_SHA-26					30
8d638c955a483ae6408d92f2d00f500e	Bacteria	Chloroflexi						31
f03bab436915dd9bd17f0840fa432023	Bacteria	Chloroflexi						32
74ce2e31cbd5a1e1e8b1f017bdb18cbd	Bacteria	Desulfobacterota						33
b0ce651a37673f73ba9d8cd9a3fc3382	Bacteria	Desulfobacterota						34
0371141e8cf4650b26a9a23c865021d1	Bacteria	Desulfobacterota						35
71d6edea729651881e2dcdaf72bca40c	Bacteria	Desulfobacterota						36
a7af8ac2a6be3d2ba59e895e04ea64ba	Bacteria	Desulfobacterota						37
d4d6c6b434b5590b754a54f547ff36b9	Bacteria	Desulfobacterota						38
18ee0130dcdc842ef4b2d50ff58571c5	Bacteria							39
b2d225366ca733034f9183efabc9f3c2	Bacteria							40
bb3e5b336f859f76681f111262fc92cb	Bacteria							41
7479f4a468471301456c69280933e03b	Bacteria	Firmicutes	Limnochordia					42
f2fc61e094ea45f02762309c76ae6aae	Bacteria	Firmicutes	Limnochordia					43
9a8c4f0c1442189bf013cf87f409b00a	Bacteria	Firmicutes						44
7343d6bccda843fd1188aac08b229105	Bacteria	Firmicutes						45
477df19a8e500debeb63d0bffcb643b6	Bacteria	Firmicutes						46
06971fc2a3c4492301f15964158713a7	Bacteria	Firmicutes						47
1d252403b122374bedf5aa79d20425a3	Bacteria	Firmicutes						48
7085f0295d5dce6cd30781a2416dcfa7	Bacteria	Firmicutes						49
e913a5e9fe2948cb949bf67fe4324760	Bacteria	Firmicutes						50
0499875c2a2ff9fa653a2ef1909e6185	Bacteria	Firmicutes						51
68126b12445280236226a34872549470	Bacteria	Firmicutes						52
5aed8478fccad3fc084e37641748069d	Bacteria	Firmicutes						53
cfc787eec9466fb5851a56b156eb3c28	Bacteria	Gemmatimonadota						54
b8c546d5686d64571bd9affad74f4570	Bacteria	Gemmatimonadota						55
8442c1c2c8857e46051d8e7cbb484e66	Bacteria	Gemmatimonadota						56
f11b5c4bb497d39deafb25a4d634edc9	Bacteria	Gemmatimonadota						57
6e08adbcc4cbb97346012906d4cdf011	Bacteria	Gemmatimonadota						58
2f3b1c0663509d84594a706edce63eff	Bacteria	Gemmatimonadota						59
b78cb9f96bd23dc4b589c075e221e4ba	Bacteria	Gemmatimonadota						60
51295d274333bb31af7c649f8423fb2b	Bacteria	Gemmatimonadota						61
b5aad2db15b99abf737f161565e2122e	Bacteria	Gemmatimonadota						62
2832fab263bd71a9e703d71c76b37522	Bacteria	Gemmatimonadota						63
1fc79fc9e1341dceeb68ea09e93622a1	Bacteria	Gemmatimonadota						64
5b90aec04fb594919a45c7b016f2e728	Bacteria	Gemmatimonadota						65
cb40408b98e762d393c484d5782fcb97	Bacteria	Gemmatimonadota						66
8065d976a5519a5a4740f7d4dbe13e4f	Bacteria	Gemmatimonadota						67
5fb334db009b84726ec9db0bce1ce8c7	Bacteria	Gemmatimonadota						68
0783dccf03f1bca85301a61323dc927f	Bacteria	Gemmatimonadota						69
e47c159b877ab15bceb24fad10d2b324	Bacteria	Gemmatimonadota						70
134aa5551d796522f1f45a98d1c54395	Bacteria	Gemmatimonadota						71
048ad527e2216bd265097040f8c97109	Bacteria	Gemmatimonadota						72
6f8b7b22d8a4b29fada929365eb4c52c	Bacteria	Gemmatimonadota						73
f1be0de96bbef576fd4bed495157dd44	Bacteria	Gemmatimonadota						74
0c28f210d3b32552bee7c675e09248d8	Bacteria	Gemmatimonadota						75
22005ab2ca314d17d554adbcc1a37a57	Bacteria	Gemmatimonadota						76
96c1d04663c847c30f7c86e7ca828ee7	Bacteria	Gemmatimonadota						77
1b9682acd90af4ee449600bb5a49d801	Bacteria	Gemmatimonadota						78
1de29cc04911694fa4f483951b9df7c6	Bacteria	Gemmatimonadota						79
ba9f301b6ba8cff13272695b67044213	Bacteria	Gemmatimonadota						80
c7a1599453d4514bc1486c3d1ea58b3e	Bacteria	Gemmatimonadota						81
cbd21a7286cde01495224554b492d474	Bacteria	Latescibacterota						82
c94794b43e484016d989dcf5fa0ad8ab	Bacteria	Latescibacterota						83
6dbce28c35c8898cc187634e2aa3ac3a	Bacteria	Latescibacterota						84
cbc0ddff37ee01252c1956a94e9ca7b7	Bacteria	Latescibacterota						85
237042f03f33b7bf2bc7ee3d30f50af0	Bacteria	Latescibacterota						86
90080771a429f8a0c167df6d3719fdd3	Bacteria	Margulisbacteria						87
b0fd00887ba6f178e82197e5846f1257	Bacteria							88
6d67f477faca18ce3d3f11c8da5a89cf	Bacteria							89
13587f3663c17a5553572afbeef7f5ad	Bacteria							90
8dfade0887bde87bb44adf7d72adee2a	Bacteria	Myxococcota						91
d6833c4f93e7f92fde5a2afc52aa059b	Bacteria	Myxococcota						92
e475f27cdffba4ce9e68cc8fbdcb33e7	Bacteria	Myxococcota						93
977c254035f4768b45b000db40b372ef	Bacteria	Myxococcota						94
d1248500573d2e613951b3b64517be9c	Bacteria	Myxococcota						95
bb54c7e0a0955929e633b15dcd144b70	Bacteria	Myxococcota						96
78e87ec6ddfbd00deb9d5d8ffe9afc6e	Bacteria	Myxococcota						97
e6c38051ef91154e6553dcebaee4ae80	Bacteria	Myxococcota						98
1282a456410a8c1693e02c822a26fa20	Bacteria	Myxococcota						99
200979791560bb646eb3c766c50e3666	Bacteria	Myxococcota						100
11f4026d02b740f27c4a322df98eee61	Bacteria	Myxococcota						101
e8a0579ca47d63c5fae03ae138533119	Bacteria	Myxococcota						102
e2e1c821469a80edf05be966574749b1	Bacteria	Myxococcota						103
1f4b19a9aa823d42e31807bbb0538e76	Bacteria	Myxococcota						104
4436d4da8f3a5993c5cd56f684f75ccd	Bacteria	Myxococcota						105
91e8a4d631b78d6cfb37b1e4fae62dc4	Bacteria	Myxococcota						106
4fdf3defb9835c8a22354b63dca5e023	Bacteria	Myxococcota						107
68e3409c717de6644e56e45035badfd0	Bacteria	Myxococcota						108
15088cac57e2fa4103a6df33f8dace99	Bacteria	Myxococcota						109
71129354b34a57dc4166e7dcce56a3a8	Bacteria	Myxococcota						110
3e30a57e6784206cfd607a6ac425c5c9	Bacteria	Myxococcota						111
a17af9d8c5cd59541702ec2a62b48ec9	Bacteria	Myxococcota						112
2ac69f8fbc59686ada5d5a64cc426f21	Bacteria	Myxococcota						113
792e996a611f8383bbcba95359ec8777	Bacteria	Myxococcota						114
f6bd7e556dbe1868083325a69b6bdde0	Bacteria	Myxococcota						115
caac0c2aaea2ec71a9381d9e61f5e5b2	Bacteria	Myxococcota						116
269c494bb2930f3a20183d95751acf78	Bacteria	Myxococcota						117
ac3dd77378d7824dd558daf0c57af30e	Bacteria	Myxococcota						118
d70ef6563e03a1c2bc404acde85d1abb	Bacteria	Myxococcota						119
7655c7dc0b9e532907facd76505c88a7	Bacteria							120
911b26036597ddce69661d396356f55b	Bacteria	Planctomycetota						121
7e6b3cf79f079a4cc06e516d28741ee6	Bacteria	Planctomycetota						122
7328dfbe39646a6db945727cd686e21b	Bacteria	Planctomycetota						123
add1c0b9e84a4a11d5b19efd71f4da6f	Bacteria	Proteobacteria						124
e0a8301c18650ed9bc8dafab717d9e4e	Bacteria	Proteobacteria						125
41f88c659f9e0417f27a184279995aaf	Bacteria	Proteobacteria						126
47f5d45d96e15d8ee4bf18b16bb9738a	Bacteria	Proteobacteria						127
b949bdb493d51f20b4b2b47166fb4681	Bacteria	Proteobacteria						128
3313ed228d907512ed9069b05bccc399	Bacteria							129
7efeb2e79344ddcac965cacde1721e6b	Bacteria							130
e7bcf80b61489c1de6dca11c1c4849ee	Bacteria							131
ac63e84b96e3ad54871f37f9d43ce8ed	Bacteria							132
8578389b5bbae120eb4da4fc8a6e08c3	Bacteria							133
bed0be600ae6988c361849c8867353fd	Bacteria							134
88e29775b6985dfd7faa4e1c6dff39e9	Bacteria							135
c3d0288af2ff94bee0e2d3d75855cd4c	Bacteria							136
557c7df9a75758829ec8dfad4d48524f	Bacteria							137
5c70794860ed4b16baa3c320a738d6f1	Bacteria							138
cf3ffd8a8ec2ce41cb5d544001f3c3f7	Bacteria	Zixibacteria						139
72bb38cdc1a6a69da0b292e4476d09bd	Bacteria	Zixibacteria						140
e9388684b2dc4e9fe5cfe60627a62820	Bacteria							141
06a42a366f95866fc4729282473354d0	Bacteria							142
e325b8c5119c4fb165fc13c3664bff7d	Bacteria							143
b94997ed70c559d8598ce5607a823184	Bacteria							144
a3577209a2af52b5e52bf6e76bdc196e	Bacteria							145
a4a57ede0c17f0306489340a42eaace7	Bacteria							146
05222fe5e66a11155b3c6363841cf095	Bacteria							147
14c6d160f0d75a28e412405a4a47775c	Bacteria							148
e10928b1c9670df67b8d8de5deb668fb	Bacteria							149
4dfe3c16add556f67854ddbd6c9fa298	Bacteria							150
87ea2807134579a323f570c15aea1fa7	Bacteria							151
38ac5a99ca86d3cbf313b1795ed8d88b	Bacteria							152
9a5ad23f75331a92819d89b12207b4b3	Bacteria							153
a9642adc7fdff9033ff7d45636161c5a	Bacteria							154
784541107597e305995684071fe507c1	Bacteria							155
66ebb0accf1638751f7d1d75e48eac73	Bacteria							156
72caf39a151c73b62a66c4e1f28f9e04	Bacteria							157
ad820b893660e0673d1eb4b75a0321e1	Bacteria							158
4ad414ecc00b7781325d47cd33051c11	Bacteria							159
ede5c7203eea63ac02314c31d8769f26	Bacteria							160
36b6886ffe04946623c0f91294e0b196	Bacteria							161
24bea0169aab0dae896dd667d20dd162	Bacteria							162
21c6ede37f028324eaaef49e392f6051	Bacteria							163
beab8ecd0caaac5dee2d91152c4c4032	Bacteria							164
cadcb2ccb088d7f772ef4efdca4dad3d	Bacteria							165
fd12a0bfcf1d0e9ac64579791d1d0d1d	Bacteria							166
347055d545b3397b0f412e99a5710197	Bacteria							167
3bafdb27e192cbc44e11ef2362a269e4	Bacteria							168
0ef6f1e1fe885d3d1121a87abeaa6da0	Bacteria							169
6a00d5e73351b78b5fc830163006fb2b	Bacteria							170
f29a18fea7850d6c4ab071eaa5001769	Bacteria							171
52946635223df14686fa274be91fdd1e	Bacteria							172
c6f86d8b00ec23dd8af5a32e8e8cae67	Bacteria							173
31565998f4c4582eddd616f1d1ea059e	Bacteria							174
64da38bd3d5bf3261e6c744e003d01cc	Bacteria							175
3806e2a78bf51ead8f3de5778fefbea3	Bacteria							176
40cd677aed59c8f49503d70350e043a4	Bacteria							177
b0af546e594f3acef18cd213a3d07aaa	Bacteria							178
7a9a20f49d1e7bbe25276dbffc34cecf	Bacteria							179
b5f46e9be338e29aa25a87d9d3ffd6d2	Bacteria							180
1fdefc2f85a9d1efdeda5b439d1fc37e	Bacteria							181
ae7e35dc61018f6b39eb11059e1e4301	Bacteria							182
f095a65371a788985d52a9cf82e2d6bc	Bacteria							183
1194cc092d4e5d052419de1331a164dd	Bacteria							184
6ed0f02b202c4aa0ab7a270e98820cd9	Bacteria							185
3df42d8bfa85ecbacdd9298216f791df	Bacteria							186
780ffd72684b30efc816a8e4a20ba03e	Bacteria							187
89cea8b6c6a510ed1e202590134b82b6	Bacteria							188
8935215cf5ad0d8bc848f1835441945c	Bacteria							189
41ba8c5bbbedc771d1d03e1ca3c3433b	Bacteria							190
e044dbe31af189927cc05d6df0a9e069	Bacteria							191
aaff123f2503dd82daf869e7edf96a6e	Bacteria							192
2aaa168f843480f5be7289bae9155608	Bacteria							193
1133b0f1c5e80a7f35a463bb92859c5c	Bacteria							194
9f8316a807f7bdf3c4318cee1678c159	Bacteria							195
26784bf7d5b2698f87b6ec99124f92f0	Bacteria							196
80a883711b1211892e5e18444fcacc7e	Bacteria							197
d4a10dc7574bdc657b52a4c69f39b94c	Bacteria							198
99d9550bd20f474b06674c7f9032360b	Bacteria							199
da5bf0e9190ce487fabc0598f9627c0e	Bacteria							200
45617fa8d375a31f0204036a8a7376cb	Bacteria							201
3c1fefe6ce58868d1707be3ea3b40d20	Bacteria							202
a13a6694cdc7176573d5cdbc44898e8e	Bacteria							203
0c889e1568a46bac5c401b26120638b7	Bacteria							204
d7ed29a8e0f9b5daa205d1e1bed97bcd	Bacteria							205
306995dd3c7d8cdd6ccea88561f2f6e3	Bacteria							206
d276f7634c64a74cf4b3fef73cb2ea49	Bacteria							207
0f7d0e9044839903ccd3d29545aaef47	Bacteria							208
aeddfc56d765edcecfd6fc12dced55d8	Bacteria							209
2b3e5584ec8551ba703d561b8b26bfe2	Bacteria							210
ca5fe01149ffc1d49fc971e6d2cb97f9	Bacteria							211
6a93e0f72ec83577a68fc382f4ce8fb2	Bacteria							212
2918a6175b0b3edfb1bff3cdcb48ee0c	Bacteria							213
493d74bc7a8daedae1e019245542b6a8	Bacteria							214
90d15249b6cb27ed5ca4aa37358e11de	Bacteria							215
e903d45332cb65994c19aefa9d4c6dec	Bacteria							216
351e7387b77e9b6ece826914a8c852b5	Bacteria							217
27566ee917cbfae0153941f39c0e7b3f	Bacteria							218
bcce0e04927ee5689e6fe0be7fb4683d	Bacteria							219
616bf58bd923b6b43a7119b6bad9b0f5	Bacteria							220
9cbf4a07e1f029233fefd57e057b0ee4	Bacteria							221
5cee1a06e5ecba78d0370f5f956c126e	Bacteria							222
4bc91c91e67c8fad290e679e0da1f636	Bacteria							223
fd20db5b4cb67ea3efd3450569f29290	Bacteria							224
d2d1361ed4b76666ba2975de78c6d42c	Bacteria							225
c3e4a315f58dd32f0652d2ab5b689758	Bacteria							226
44a8b0314edfa1c6d98e85366361b636	Bacteria							227
0a263e49658c4eb6655fe6f95f8e6ebf	Bacteria							228
3cd6b60f09bb48be927fb0830af8d741	Bacteria							229
43f28861a34cb85dace5371d0bf10564	Bacteria							230
c7cd362ed19f4c72506c2a297aa098f8	Bacteria							231
50e94b460a1da181ebfc2e6890ddbc50	Bacteria							232
35e5927448b00d4be1ca5d464cd99fcf	Bacteria							233
7323e6a7d44a06c336d0153195fc5465	Bacteria							234
2318723a113a16610384abe629cff9a8	Bacteria							235
68268185e25caa293ac9087844f3635b	Bacteria							236
dbf4b0991817d0c4913041f3f987f86b	Bacteria							237
11531fbad71a635054f0f73ff9bbd915	Bacteria							238
d761b5c880f8b9ef293b55898488bd58	Bacteria							239
ae7951fb4973223630a19a45caa6ca97	Bacteria							240
84c3117bb8d05b9aaba1960229d6db8e	Bacteria							241
2b8e020c7fb3130ad0611ebbf4694198	Bacteria							242
7ef25b9b12329bf4b44d6338a16cf37e	Bacteria							243
96dfa4de74d5f447dd1a9f48c09eaf5d	Bacteria							244
5def5230b3b345f8e6dbfd293516ca0a	Bacteria							245
6fe2b1d1bcc585ae84f3eb0dc22b0047	Bacteria							246
b5833450a867e228564408fc29191d84	Bacteria							247
2640553a87d8a88e9e3f7312ec60d17c	Bacteria							248
530740f30f5741ce54d457722815342e	Bacteria							249
d0a2e186f70f831558a5b643995887e7	Bacteria							250
549c3e764d161f244c3870bfbe9b7987	Bacteria							251
c06f7cc9b90863493c5c845ef38601d2	Bacteria							252
08ac3e8d7997ef823aeb9026be11e009	Bacteria							253
8d7dd6bb043c4568f0d2dfc9a0b69d4c	Bacteria							254
a825ec3921e004d05522c32b48f99e1f	Bacteria							255
c4e95c5380b1913c2b91ce9755c7c13f	Bacteria							256
ec1b3d8f5077980d26df26ccc01a22f0	Bacteria							257
eb6ff3f8f35480457f7c85b72b3e8ddd	Bacteria							258
2e31dca1d5c717db1dc63d7834686af8	Bacteria							259
b2597a51b9e081b9140e2af55e3ce904	Bacteria							260
6350124b56cfd10d3e8ef5259f28d29f	Bacteria							261
02d9efb431db409b556f610e97c9dda0	Bacteria							262
eee36187fd55b787cb0176f424ea10b4	Bacteria							263
04eb6fd21eb3b1e3301a6db54c884096	Bacteria							264
b6246daa77edf2d2caf3dea05ccd01c2	Bacteria							265
1e4bf4f900c9ac634f6f7015aa8faa6e	Bacteria							266
652af2da506e6b8ef8ae0a01dcc8bf57	Bacteria							267
bcc6bb8bbeb9c49b627874fc540477f4	Bacteria							268
45edf6d53bc6796157d09c0823b94bd8	Bacteria							269
d0c69149572a0446879f0694edfc6a2f	Bacteria							270
10eea396829f53de4e24b2400617f72b	Bacteria							271
53bdd829581521af96a2232882073182	Bacteria							272
3102a858fe65373f1c16ad58cf39ceac	Bacteria							273
0d5aa93dbe10942b5308c9b02edea6af	Bacteria							274
c80922366f42b120f14719bdb61022ad	Bacteria							275
e91fc05d279145d95b3ad40b0f9bb8ee	Bacteria							276
f88f2800aacc29a7e8015e10af5ec70a	Bacteria							277
694fc64438bb325175a00bc7a2a03e54	Bacteria							278
555aed2fce137ddb21a83932b8ce0cca	Bacteria							279
0bdcbd088e817e5e89e7ff68e4d0411f	Bacteria							280
c6f9426397703093822cd375639ca95e	Bacteria							281
25dd7d9216264425af63e17ee3d6289c	Bacteria							282
fe2858f7fce3146925c5814c1c386006	Bacteria							283
7706b3b88d8501261e2feb760bf37d38	Bacteria							284
e25d31ff1857fd270eee3d157395db37	Bacteria							285
a1d9431436b905875359d8cef5042839	Bacteria							286
147ed73bbbbb58af349fcb89bf44f68d	Bacteria							287
1dd620fbf39e57cdc598d654d734bec5	Bacteria							288
14eb761de849e1ef54f6f2c6b531ae26	Bacteria							289
74661ba3f5eeb8b7c62dd44909603149	Bacteria							290
ad9554a60b1df77df92714005422d89c	Bacteria							291
98ff1e78b66c652be85337d60734d16c	Bacteria							292
c8c0356fb8d837cba607eddd8ae80c35	Bacteria							293
3b24e7e0cfa53126036cb430fb596ad5	Bacteria							294
5bfb951318ef6fb2491f3f26e6216524	Bacteria							295
a252d9d1fb2443f8e8c20f2f0b2f4734	Bacteria							296
5933c97387879c43f9ae44318c8da82e	Bacteria							297
4b7d4e6cf19739ba04f87259d9d50bdd	Bacteria							298
2b7fa51d8884bba45122cce9c148884b	Bacteria							299
aea430ccb0f9c1f4f4832789933b9bb0	Bacteria							300
77a632ae9b1d2bdba125deb1ffd595ae	Bacteria							301
b24fe7c37e78e992eabe67919075c91d	Bacteria							302
9f9603c44d085f34b458250cc076472e	Bacteria							303
948dc29333b34d1f8d2853e0276e6616	Bacteria							304
123a26536aed947102c8a4b7746ff2ab	Bacteria							305
fcb0c1a1163b1c261189bf53cfaf87f6	Bacteria							306
eb9a16d164af8072a3686c995ca537c0	Bacteria							307
0a6973dbda2b9ac0f86d171e12e1e1b5	Bacteria							308
c9f32bc5c2d7ce739a58b408c15a33e8	Bacteria							309
87682f0fcdba01c2e615be06f1acd24a	Bacteria							310
b8e9dc052e2b0fe768b7cfd1c20a64cf	Bacteria							311
66b2a6e712769a296727a9b0fab15e03	Bacteria							312
a55f64afcc98d11d4d21794fcc5973f6	Bacteria							313
39b6c3918f6c1c621612f127aa3ad9d1	Bacteria							314
d87fcd5410dd0196af33ce43edb696d4	Bacteria							315
aa4a1fb36f68358d1829766c81b359ad	Bacteria							316
2cb2fd7c4c37714b6364a1b90aa31946	Bacteria							317
6e01d5a27a6bc50e4d45d7a662cfe6b7	Bacteria							318
bea5f66012fb36afc894659eb1866df7	Bacteria							319
da2da44dc459ff9070025f7333be0d01	Bacteria							320
42f7b7adc40f1f72755b2afd618409f6	Bacteria							321
aff1fc0af882486175c51bbee6e40ded	Bacteria							322
2ef7d00b500015049b38708dc0d7310a	Bacteria							323
7fbb11a3561fc5a1109607cec7173177	Bacteria							324
b4e02f5eab64b88ac78b563f52d997be	Bacteria							325
e6bc4ee9abe042a4da58e43568ca738b	Bacteria							326
c9506e7241db0ad3cea5f12d5fd51aa6	Bacteria							327
abdc8df51554ae45e28ad52420598d02	Bacteria							328
6c254ef6f2f608b612b8423d1f634ce0	Bacteria							329
5fcd2a08176bf79bb70b1b888d912cdd	Bacteria							330
c093cd785253ddda2e68be26784abe9a	Bacteria							331
08a0b3feb0662f00c24a8ec86d48e0d3	Bacteria							332
d41ee0bde76bd3a3783201f6738c79b5	Bacteria							333
9804dd5358f8798ecb39fe0ebc195cef	Bacteria							334
350217343bcde5199cbde46a3bb63518	Bacteria							335
3e851b9bcaf092e033c5e59165de1152	Bacteria							336
f5688f9e285fb61a015fc8a933301fa6	Bacteria							337
244f5b02d10c0270b302ec0a04da570c	Bacteria							338
40feddc384236ac38d3bef9d51392cbb	Bacteria							339
ead4f9601ed534f2def5e864fd327ba8	Bacteria							340
e22bbb4ee33ce878599c62af18161195	Bacteria							341
0ca8a9b27baee0850023dca5059fb6a5	Bacteria							342
2cce048fdfa005d95473e4ede3151967	Bacteria							343
dadcab4aec0a10f81007a2c4ca150a92	Bacteria							344
40839ebd29458d9f9073b60ca578f07a	Bacteria							345
37de4f8bc758eb38053549843c9279b6	Bacteria							346
731c2d9fd654bc3dd04d55e7c7e75aa4	Bacteria							347
505be4bcc4026db95bb272a8a8112a26	Bacteria							348
c090384930c0540a434b8e30406df09b	Bacteria							349
bd9e040384d5dc952f5bd522d82a8adc	Bacteria							350
a5cf9f730775f486e3e1ba42e7afa3af	Bacteria							351
f9749da6fc9e94f33c6d2d79ec6ebce6	Bacteria							352
00eec4d43fbc75a5c02dfa44715993f5	Bacteria							353
10165280563a4813bf3a7590346970c3	Bacteria							354
313362570d2c4c98778e327e48e6132d	Bacteria							355
cc2f963131c7b6f9fc1667b087ca3c6b	Bacteria							356
0ba71d80a7266c0cdc1c4ce356d746cf	Bacteria							357
a10e7dc184054f4edd370f7563957583	Bacteria							358
3fc35939d0de88a969c8bc66adc173e7	Bacteria							359
b3f79e6fa2c6ab3d6afd6d79dd8de20f	Bacteria							360
87e58ef0c549d45671346b05ceb6021a	Bacteria							361
b8c5361a11cb523132d85e0a35e0a0e8	Bacteria							362
9d7515639e56beb4339c1c60833eaa00	Bacteria							363
1865e53cbb6aebdda42d269f7f21a794	Bacteria							364
e18ad6d22d8332539a24859d01ec1d8a	Bacteria							365
0bf3e0b81753e1fca4637f0f3bfb6a64	Bacteria							366
16298c8b80433c9d21ff5ca939bb8ceb	Bacteria							367
66e0cadbfc2373d28859f28544085c1a	Bacteria							368
b8c9613d9fd7d49b22d17c7a787a3de0	Bacteria							369
eef1e51dbfab260f81ceca811015bda4	Bacteria							370
2885132b2e9f4529038fe75921c76c89	Bacteria							371
5dc10f4062caab5a73b69d0dc48b45a6	Bacteria							372
9f9c1d9180ee9fe7f4e9c068398bc126	Bacteria							373
b07b7e1d9eb31f6b5122df60e1a64d30	Bacteria							374
d56eae96b296a541a3645fa10eff9829	Bacteria							375
9f59b1411200404fc077e7457eac8e89	Bacteria							376
69062e63e0ae7a6b726e8b1234459116	Bacteria							377
35577b93a6b64cf652d1125984bbde2a	Bacteria							378
7a87a7e30565004b69036422b8ee21a7	Bacteria							379
5964d5034fd3e3afce85b788c0be278d	Bacteria							380
905697f1b56ca12a3430faba6265e0d1	Bacteria							381
94ab51c6b03fd97522121afc747c4506	Bacteria							382
a7fe969942a0f680794c4e97a28076c2	Bacteria							383
e290b882d38c47ce661baee86f329cf3	Bacteria							384
06568dc32d857bbb7551ed77776ea82e	Bacteria							385
c759bd41b335c76eb644c55174125a5c	Bacteria							386
8012f664e47a21d6b55fcd0c13f8f9f0	Bacteria							387
4bd1bab18d5f9e244545d2882557dae3	Bacteria							388
abaa23ba71c1cad361b369b741e04276	Bacteria							389
3598072cc6fea37648303e0fbe02cc55	Bacteria							390
ad548c0fbd28604002aab27e6ff88fea	Bacteria							391
335f2099cde1f3fd493718cde6a04bed	Bacteria							392
e1187c49e2fb1c05804c4d3bc2775b99	Bacteria							393
1bf584bcd7988c8965b5667e1208b02e	Bacteria							394
5761bc0836442a16487254de4fa4e7bc	Bacteria							395
532dc0da58ee6b5c3c17f94f4aa23d5f	Bacteria							396
f5ba22b9f0d67a967a64a29ed322c3ac	Bacteria							397
4dd70f57de489ca5ef004385e22c25aa	Bacteria							398
f1a1336484ebccd503c12c08c4842df3	Bacteria							399
1a898452d52f616ff60c33db57d3e0b4	Bacteria							400
63f1c54464e68e6017bfaecb69ca9cef	Bacteria							401
14fdd173afec49f03888ddcdca0a58ad	Bacteria							402
fee4945fc9003e242ee3fca94228d158	Bacteria							403
627153bae058ddc51fd6098aa75a7df7	Bacteria							404
e1294f7f9f82cb210a53adf342fdc49f	Bacteria							405
a2cc78ec3a7ec882186786fff8b3bd81	Bacteria							406
4491ba97c74618be3f4b0017ad866813	Bacteria							407
82f3bd03f4b38f1e8f9a4d577a523a69	Bacteria							408
fc5b730ecbb062a176b6a5c13658f38f	Bacteria							409
f7995b7c9687ec9a7fc2ed12849c9da3	Bacteria							410
69292241bb3c5ce94938022a484ea669	Bacteria							411
6b8dfed14cf162263534857f308785b7	Bacteria							412
aca6530c8edf94202c4e4208b337ae82	Bacteria							413
313c6c5105afb9eb8130dd3ef5ecf14a	Bacteria							414
82f4f5fbd6d86351b1680a8d91ca186f	Bacteria							415
19395f33624ffb71d436d6e45dff0213	Bacteria							416
fe963b6bb7fd0212df1c959543654a8b	Bacteria							417
8a436b6bfa16f4edb0c291694951c321	Bacteria							418
8a92c4a9b485ad3ead0fcb5fed785d85	Bacteria							419
18298eccbc913bbd0a9fb763c2ec420d	Bacteria							420
578c47b55f5a3c15a5a8c1e87b2eef33	Bacteria							421
d711d22bb2c84c26bf19f6eb64b54ba4	Bacteria							422
56759a270e2ee60f9d02e3101dbbf0fa	Bacteria							423
792c1bcd095aa9461526a74008e7ec41	Bacteria							424
a9c8b61a382232fb2d25c19e5d578256	Bacteria							425
25a3da21a4ecd8e76adb76b7583e069b	Bacteria							426
6bcd83ffe7b8b097e1ad86bd9e9b36fd	Bacteria							427
9405ccc44c87b6bd21554e3e82c8ec4f	Bacteria							428
