COGs IDS	ICU0t1P75_002	ICU0t1P83_001	ICU0t2P96_001	ICUt1P13_003	ICUt1P7_001	ICU0t1P83_002	ICU0t1P75_003	ICU0t2P88_002	ICU0t3P101_003	ICUt2P37_004	ICUt3P61_001	ICU0t1P75_005	ICU0t3P109_003	ICUt1P24_002	ICUt1P7_002	ICUt3P61_003	ICUt3P55_003	ICUt3P55_004	OPcombt1t2t3_001	ICUt3P55_012	ICUt3P55_010	ICU0t1P75_001	ICU0t2P88_001	ICUt1P13_002	ICUt3P55_008
COG0208	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0209	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0210	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0211	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0212	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0213	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0214	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0215	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0216	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0217	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0218	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0219	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0220	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0221	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0222	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0223	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0224	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0225	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0226	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0227	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0228	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0229	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0230	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0231	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0232	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0233	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0234	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0235	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0236	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0237	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0238	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0239	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0240	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0241	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0242	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0243	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0244	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0245	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0246	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0247	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0248	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0249	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0250	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0251	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0252	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0253	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0254	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0255	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0256	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0257	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0258	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0259	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0260	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0261	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0262	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0263	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0264	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0265	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0266	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0267	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0268	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0269	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0270	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0271	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0272	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0274	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0275	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0276	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0277	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0278	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0279	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0280	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0281	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0282	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0283	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0284	0	0	0	0	0	0	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
COG0285	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0286	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0287	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0288	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0289	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0290	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0291	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0292	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0293	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0294	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0295	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0296	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	1.66922134	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0297	0.984580676	1.840903353	1.713522208	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	2.478123575	0.37051001	0.659347786	0.596580589	0.554583734	1.039173835	0	2.05428225	17.223904	1.1882886	1.406064	1.794705017	4.676443167	1.45625927	1.6361235
COG0298	0	0	0	1.064163341	1.882674806	1.256819484	0.915948185	6.3004293	3.067613967	4.77009648	0	0	0	0	0	0	0	2.05428225	17.223904	1.1882886	0	1.794705017	4.676443167	1.45625927	0
